zone,shift_type,avg_weekly_income,rain_intensity,traffic_congestion,aqi_level,uv_index,claim_count,total_payout_history,actual_loss
HSR Layout,Morning,8683.01,0.0,0.0794,72.7,3.0,1,521.18,296.44
Whitefield,Morning,7739.24,6.73,0.3446,98.5,5.0,1,415.01,310.38
Koramangala,Morning,8609.0,2.21,0.3051,210.1,12.0,0,0.0,893.4
Jayanagar,Night,8832.17,0.91,0.1512,192.5,5.0,1,612.7,365.05
Marathahalli,Night,10874.91,4.37,0.0145,92.9,4.0,0,0.0,367.01
Indiranagar,Peak,6687.92,7.84,0.5916,92.6,10.0,3,1271.94,526.3
Whitefield,Night,4084.78,1.98,0.4324,114.6,3.0,2,937.57,239.13
Electronic City,Night,7542.08,1.14,0.0683,182.0,9.0,0,0.0,457.01
Whitefield,Morning,5661.99,4.67,0.3414,32.5,1.0,0,0.0,244.84
HSR Layout,Peak,5084.99,3.44,0.2133,92.2,6.0,0,0.0,299.92
Electronic City,Night,7199.85,6.59,0.2974,140.6,7.0,1,483.53,381.32
HSR Layout,Night,8731.51,3.54,0.5873,134.8,10.0,5,2134.99,634.76
Jayanagar,Morning,5328.01,0.84,0.0388,98.6,4.0,0,0.0,167.31
Marathahalli,Morning,9548.78,8.05,0.454,107.4,10.0,3,1591.01,630.09
Jayanagar,Night,5020.77,0.33,0.0994,136.5,3.0,1,527.17,145.96
Koramangala,Peak,6512.19,0.94,0.2442,99.5,8.0,4,2143.3,273.89
Koramangala,Peak,7772.62,2.2,0.168,66.8,9.0,2,896.86,450.14
Jayanagar,Morning,6224.2,2.5,0.1965,110.7,13.0,2,1203.4,541.68
Marathahalli,Morning,3448.0,0.05,0.1647,129.5,1.0,1,474.59,77.34
Jayanagar,Night,8854.81,4.55,0.0646,20.0,11.0,3,1865.47,536.57
Marathahalli,Morning,5753.07,1.35,0.2071,139.6,12.0,0,0.0,501.67
Marathahalli,Night,8489.8,1.56,0.3013,168.7,10.0,4,2148.95,551.02
Yelahanka,Peak,4471.71,4.97,0.3847,102.1,9.0,2,986.69,331.9
Electronic City,Peak,4813.13,1.43,0.136,103.0,7.0,1,501.41,154.87
Indiranagar,Night,8724.87,0.15,0.1353,83.1,1.0,7,2424.79,348.64
Marathahalli,Morning,7681.02,0.58,0.0324,112.4,7.0,3,1204.03,293.73
HSR Layout,Peak,6122.83,9.36,0.3507,92.1,5.0,2,1201.59,352.38
Marathahalli,Morning,7710.06,0.22,0.2291,192.4,10.0,0,0.0,605.46
Marathahalli,Peak,5091.92,1.32,0.0414,126.2,13.0,6,3308.17,583.22
Marathahalli,Night,7220.52,2.1,0.0697,20.0,13.0,2,1376.0,644.17
Yelahanka,Night,7257.11,2.04,0.1314,148.5,7.0,2,1048.48,281.47
Electronic City,Night,6252.44,0.01,0.2054,206.0,12.0,4,2600.56,717.74
Yelahanka,Peak,5329.43,2.09,0.2177,145.5,9.0,0,0.0,454.52
Koramangala,Morning,7140.5,1.45,0.5919,179.5,8.0,0,0.0,458.8
Yelahanka,Morning,6890.04,10.74,0.0277,153.9,6.0,1,509.97,357.48
HSR Layout,Morning,6068.36,0.52,0.4633,169.5,2.0,0,0.0,253.25
HSR Layout,Peak,4932.37,1.31,0.054,167.1,8.0,2,926.7,196.12
Yelahanka,Peak,7024.95,1.63,0.5412,167.7,12.0,0,0.0,678.65
Electronic City,Peak,6073.36,1.49,0.3526,135.8,4.0,0,0.0,238.17
Jayanagar,Peak,4930.68,3.29,0.1321,34.2,8.0,1,656.03,169.59
Indiranagar,Peak,7087.06,0.73,0.0543,65.5,7.0,1,593.96,328.15
Electronic City,Morning,10216.61,0.75,0.2754,66.5,4.0,0,0.0,275.54
Yelahanka,Peak,6266.34,3.92,0.2831,20.0,8.0,0,0.0,254.23
Marathahalli,Peak,9995.55,2.08,0.1083,98.3,11.0,1,473.17,553.33
Whitefield,Morning,11228.66,1.61,0.2787,190.8,11.0,2,1187.43,905.14
Indiranagar,Peak,5093.16,0.56,0.2045,48.2,12.0,3,1048.25,503.05
Indiranagar,Morning,7018.09,0.62,0.3132,156.4,11.0,0,0.0,636.82
HSR Layout,Morning,11207.46,0.03,0.1962,146.5,2.0,1,436.38,334.93
Indiranagar,Night,6757.84,0.29,0.1556,131.5,9.0,0,0.0,444.61
Yelahanka,Night,7073.62,2.44,0.6899,179.1,6.0,1,382.18,422.88
Marathahalli,Night,3659.99,6.67,0.3008,117.9,7.0,5,2461.9,228.9
Marathahalli,Night,5936.68,1.02,0.4055,196.1,10.0,1,425.53,536.39
Koramangala,Peak,8111.18,1.19,0.2589,110.0,1.0,1,573.08,379.14
Marathahalli,Night,11858.57,0.37,0.3058,137.2,3.0,0,0.0,480.59
Electronic City,Morning,6607.99,1.48,0.1294,112.9,10.0,6,2547.05,454.98
Marathahalli,Peak,3674.75,0.11,0.3519,73.8,5.0,1,409.84,130.03
HSR Layout,Night,4189.5,7.49,0.369,52.7,12.0,1,428.64,564.24
Marathahalli,Morning,6928.42,3.35,0.4691,148.8,7.0,1,404.35,368.85
Koramangala,Peak,9354.41,14.05,0.2869,187.4,1.0,0,0.0,675.48
Whitefield,Peak,8274.71,6.43,0.3278,132.2,9.0,3,1238.23,482.76
Yelahanka,Night,7920.51,1.92,0.2221,145.7,5.0,0,0.0,282.14
HSR Layout,Peak,9618.29,2.2,0.6561,42.3,13.0,2,880.26,818.95
Electronic City,Morning,5559.54,0.63,0.2028,139.3,12.0,1,526.06,587.56
Whitefield,Peak,7038.19,1.86,0.2356,20.0,3.0,0,0.0,194.85
HSR Layout,Morning,5959.24,7.0,0.4897,60.2,7.0,0,0.0,314.24
Jayanagar,Peak,6457.09,0.16,0.0958,186.7,10.0,2,1074.15,503.88
Indiranagar,Night,4987.46,5.98,0.5124,120.7,8.0,0,0.0,309.66
Jayanagar,Morning,6312.05,1.25,0.5082,125.3,10.0,0,0.0,424.46
Marathahalli,Peak,6944.57,6.89,0.3907,147.7,10.0,0,0.0,550.32
Whitefield,Peak,6257.06,8.48,0.0808,159.9,3.0,2,979.97,409.33
Marathahalli,Peak,6677.88,3.33,0.2839,106.5,7.0,4,1811.06,302.84
Indiranagar,Morning,7810.08,3.28,0.1072,134.6,7.0,3,1012.09,369.08
HSR Layout,Morning,9477.39,1.81,0.4449,116.5,4.0,1,557.17,367.02
Indiranagar,Morning,9622.31,5.42,0.1104,43.4,10.0,1,514.73,562.98
Koramangala,Night,8522.84,9.78,0.2887,102.3,9.0,0,0.0,526.07
Indiranagar,Night,4480.04,4.48,0.2219,140.7,1.0,0,0.0,212.9
Koramangala,Morning,6279.18,2.92,0.3468,100.8,1.0,3,1686.45,226.22
Indiranagar,Peak,6451.43,2.8,0.1925,101.2,5.0,3,1512.1,290.31
Yelahanka,Night,5685.7,5.68,0.3745,159.1,13.0,2,742.35,729.53
Koramangala,Morning,7684.7,2.34,0.157,128.1,3.0,1,421.57,419.11
Whitefield,Peak,3811.34,4.89,0.1169,137.6,10.0,3,1909.75,470.33
Marathahalli,Night,10387.13,2.13,0.3278,38.8,13.0,4,2240.72,919.47
Electronic City,Peak,9390.44,0.19,0.1882,142.4,9.0,0,0.0,457.32
Marathahalli,Peak,7956.4,1.45,0.4608,64.6,5.0,0,0.0,326.42
Jayanagar,Peak,6875.78,1.76,0.0591,118.8,7.0,1,305.97,203.79
Marathahalli,Peak,9457.68,0.46,0.4383,66.8,1.0,0,0.0,316.83
HSR Layout,Night,8378.81,0.32,0.5702,166.6,2.0,4,1775.55,466.7
Yelahanka,Night,9213.28,2.3,0.2042,211.5,11.0,0,0.0,607.77
Indiranagar,Night,6881.9,0.27,0.1288,112.6,12.0,1,540.0,598.22
Jayanagar,Morning,10578.63,1.08,0.3425,112.2,4.0,1,429.6,254.43
HSR Layout,Night,9333.78,4.09,0.0794,171.5,9.0,1,334.16,529.47
HSR Layout,Peak,8019.07,10.01,0.4057,148.6,5.0,0,0.0,416.05
Koramangala,Night,9511.95,3.8,0.0989,116.4,5.0,8,2870.1,424.95
Marathahalli,Peak,6161.68,14.73,0.4602,138.4,9.0,0,0.0,582.26
Whitefield,Morning,4665.0,3.6,0.2824,221.5,8.0,2,1010.82,428.23
Electronic City,Peak,7643.1,1.04,0.0648,86.4,2.0,3,1373.32,270.44
Whitefield,Peak,6885.82,3.34,0.597,90.7,7.0,0,0.0,287.94
Jayanagar,Peak,6604.57,3.63,0.1369,159.7,1.0,5,3020.37,386.17
Yelahanka,Morning,9432.62,1.39,0.3164,225.6,10.0,1,605.22,564.36
Whitefield,Night,7334.28,0.05,0.0936,128.9,11.0,2,813.19,545.0
Indiranagar,Night,7527.14,3.64,0.2703,34.5,11.0,2,864.84,673.26
Whitefield,Morning,6345.89,0.07,0.3077,139.5,9.0,1,436.81,384.04
Jayanagar,Peak,8762.25,2.99,0.2663,93.8,3.0,0,0.0,314.78
Electronic City,Night,8403.75,0.54,0.4069,143.8,13.0,2,946.88,781.44
Whitefield,Morning,8747.32,2.5,0.2492,52.0,2.0,1,617.37,343.58
Indiranagar,Night,6005.47,2.1,0.0945,46.2,4.0,0,0.0,244.33
Koramangala,Morning,9608.18,0.04,0.2447,105.2,4.0,2,795.16,335.76
Yelahanka,Peak,10677.54,1.35,0.1375,202.6,3.0,2,865.92,535.62
Jayanagar,Night,8684.08,2.76,0.3214,51.4,2.0,1,509.87,295.79
Koramangala,Morning,5381.42,5.66,0.3399,104.0,5.0,0,0.0,277.56
Koramangala,Night,5395.6,6.59,0.3787,46.8,4.0,1,505.09,339.37
Koramangala,Night,6249.25,1.98,0.0377,134.5,5.0,0,0.0,274.76
HSR Layout,Night,5871.25,3.91,0.3121,131.1,13.0,1,537.98,731.89
Yelahanka,Night,6857.81,1.14,0.3415,48.8,12.0,4,1891.76,567.39
Electronic City,Morning,8264.88,1.26,0.2089,184.4,12.0,0,0.0,722.25
Marathahalli,Peak,7579.9,0.65,0.2013,23.9,8.0,0,0.0,276.58
Yelahanka,Morning,7404.58,2.48,0.0822,198.8,11.0,3,1970.74,610.92
HSR Layout,Morning,6517.59,1.13,0.145,188.7,2.0,0,0.0,357.75
Marathahalli,Morning,6852.31,0.26,0.6027,135.3,9.0,0,0.0,457.42
Yelahanka,Peak,8593.15,3.47,0.1635,164.8,10.0,2,1244.54,588.98
Koramangala,Night,2976.08,3.69,0.3396,111.1,1.0,3,1472.9,147.51
Jayanagar,Night,6977.22,1.34,0.302,43.0,8.0,2,881.86,337.78
Marathahalli,Night,7575.98,0.24,0.404,131.8,12.0,2,914.95,590.98
Indiranagar,Peak,8567.17,1.67,0.2316,41.5,5.0,1,484.55,299.77
Indiranagar,Night,4979.91,1.75,0.1459,119.5,2.0,4,2266.9,244.03
Whitefield,Peak,4874.18,3.31,0.7217,58.2,8.0,0,0.0,192.38
Marathahalli,Night,8167.91,1.14,0.5164,168.8,5.0,0,0.0,430.6
Jayanagar,Night,3191.1,3.44,0.4296,139.0,10.0,0,0.0,383.19
Electronic City,Morning,9664.38,6.16,0.0696,153.9,10.0,0,0.0,568.94
HSR Layout,Peak,7453.18,0.81,0.3924,137.0,13.0,0,0.0,744.82
Koramangala,Morning,10117.44,11.58,0.5413,214.0,3.0,1,515.11,769.44
Whitefield,Morning,4825.86,1.47,0.0744,171.1,7.0,1,490.78,168.97
Indiranagar,Morning,6127.28,0.93,0.1731,205.2,4.0,0,0.0,372.82
HSR Layout,Peak,2184.26,1.64,0.1855,75.0,11.0,2,849.41,356.53
HSR Layout,Peak,5408.62,0.3,0.3196,92.9,11.0,2,1116.8,402.12
Koramangala,Night,6632.31,0.4,0.208,20.0,10.0,0,0.0,363.2
Electronic City,Morning,3074.58,1.61,0.3701,100.4,12.0,0,0.0,419.13
Electronic City,Night,6210.75,4.31,0.4495,118.2,6.0,0,0.0,295.47
Marathahalli,Morning,3025.32,6.92,0.2524,141.7,10.0,0,0.0,369.6
Indiranagar,Peak,6485.08,3.28,0.4527,93.5,8.0,2,1219.59,347.41
Electronic City,Peak,9294.22,0.33,0.2074,156.8,1.0,0,0.0,405.03
Jayanagar,Peak,6930.04,3.34,0.2079,153.3,2.0,0,0.0,335.74
Electronic City,Morning,10316.41,3.03,0.3826,96.3,13.0,0,0.0,875.99
HSR Layout,Peak,8572.59,4.92,0.324,72.1,8.0,3,1410.59,415.83
Koramangala,Morning,9696.3,5.23,0.1828,123.3,7.0,0,0.0,463.22
Jayanagar,Night,5470.11,6.08,0.3181,125.0,10.0,2,1018.96,385.64
Marathahalli,Morning,5421.72,1.6,0.4358,89.6,9.0,0,0.0,364.13
Indiranagar,Night,7691.23,3.59,0.1105,107.0,2.0,3,1478.66,405.03
Marathahalli,Morning,3844.6,0.94,0.3799,49.1,8.0,4,1803.68,159.56
HSR Layout,Night,7942.29,21.95,0.6626,153.9,6.0,1,586.35,604.89
Jayanagar,Peak,6352.16,0.58,0.2373,154.7,1.0,3,1767.7,328.3
Jayanagar,Night,9659.99,0.03,0.3857,122.4,4.0,2,850.74,292.3
Jayanagar,Peak,8359.02,0.48,0.3422,158.3,2.0,3,1461.81,395.93
HSR Layout,Peak,9193.41,4.49,0.3096,126.6,7.0,2,707.37,506.62
HSR Layout,Night,5491.59,1.78,0.4082,200.8,9.0,0,0.0,401.6
Marathahalli,Morning,9096.42,1.78,0.3341,55.2,6.0,1,586.2,362.14
Whitefield,Morning,9889.42,9.3,0.1522,130.1,4.0,6,3066.98,594.33
Marathahalli,Morning,6922.57,7.56,0.355,165.2,5.0,0,0.0,478.07
Indiranagar,Morning,5521.3,1.12,0.3208,194.6,11.0,6,3655.34,664.41
Koramangala,Morning,5556.43,0.7,0.1298,159.6,1.0,1,642.43,266.13
Jayanagar,Peak,9478.03,5.66,0.3839,68.1,13.0,1,445.45,690.55
Whitefield,Morning,12368.69,7.09,0.3429,37.2,4.0,2,1031.27,587.62
Koramangala,Peak,5036.71,2.34,0.2422,111.5,13.0,3,1636.0,684.04
Whitefield,Peak,4882.96,2.98,0.5762,138.1,10.0,1,542.99,349.91
Electronic City,Peak,8842.83,0.89,0.0905,167.2,3.0,0,0.0,322.02
Electronic City,Night,5492.17,4.84,0.2168,65.2,9.0,2,1247.66,310.51
Yelahanka,Night,9036.71,3.0,0.5107,150.5,6.0,5,1773.88,426.36
Electronic City,Peak,7930.69,2.1,0.5038,20.0,4.0,2,711.6,348.68
Marathahalli,Night,6952.05,0.19,0.3132,83.0,3.0,0,0.0,245.27
Electronic City,Morning,7882.54,7.43,0.6675,163.0,12.0,0,0.0,805.02
HSR Layout,Morning,7760.4,2.87,0.2191,60.4,13.0,4,2291.1,852.27
Jayanagar,Peak,6640.79,0.64,0.2565,64.8,4.0,0,0.0,198.78
Marathahalli,Morning,3487.28,2.8,0.3239,93.7,8.0,1,707.48,116.31
Koramangala,Peak,7357.3,3.39,0.2568,128.8,12.0,0,0.0,787.21
Yelahanka,Peak,10146.12,2.24,0.0487,64.2,5.0,0,0.0,384.75
Yelahanka,Morning,3782.46,3.8,0.385,118.4,13.0,0,0.0,500.62
Yelahanka,Night,5068.43,2.61,0.1076,98.4,11.0,0,0.0,457.73
Koramangala,Morning,7853.65,8.86,0.3753,177.9,1.0,3,1740.59,458.76
Koramangala,Morning,7077.18,0.17,0.1635,95.8,5.0,0,0.0,398.34
Koramangala,Peak,7822.36,0.34,0.132,121.4,8.0,0,0.0,397.03
Koramangala,Peak,5601.36,0.57,0.4062,128.3,11.0,1,470.02,557.92
Yelahanka,Peak,9324.92,3.52,0.1013,99.0,12.0,4,1898.93,702.49
Yelahanka,Peak,7093.8,3.11,0.114,158.5,4.0,2,1075.97,349.34
Whitefield,Night,8393.97,6.68,0.2021,168.9,2.0,0,0.0,429.12
Marathahalli,Night,7640.55,3.96,0.1319,95.6,13.0,0,0.0,772.39
Jayanagar,Night,7350.99,2.13,0.2611,134.7,3.0,1,461.38,368.45
Electronic City,Peak,8253.67,14.42,0.2927,73.6,11.0,4,1727.38,717.05
Electronic City,Peak,7372.98,0.93,0.1553,148.2,9.0,0,0.0,389.61
HSR Layout,Peak,4619.6,5.37,0.1891,131.6,7.0,0,0.0,192.47
Yelahanka,Night,9174.71,1.67,0.365,101.8,3.0,2,963.99,345.0
HSR Layout,Peak,8636.25,3.14,0.1378,136.5,5.0,2,788.39,370.92
Marathahalli,Morning,2786.3,3.9,0.0933,149.6,3.0,1,391.48,262.27
Marathahalli,Morning,5691.6,3.01,0.3495,181.5,10.0,0,0.0,589.45
HSR Layout,Peak,9084.72,0.45,0.3284,139.9,4.0,0,0.0,317.4
Yelahanka,Morning,3346.14,1.76,0.3023,164.4,12.0,0,0.0,529.67
HSR Layout,Morning,8887.13,2.47,0.2473,215.2,8.0,0,0.0,511.53
Electronic City,Night,6717.55,5.67,0.0563,68.3,3.0,6,2306.63,257.8
Whitefield,Peak,9680.57,1.76,0.3057,178.6,3.0,0,0.0,520.95
Electronic City,Peak,6997.71,7.53,0.104,76.0,11.0,2,618.76,503.81
Indiranagar,Night,5555.86,1.74,0.0946,84.3,11.0,1,548.5,444.73
Yelahanka,Morning,7616.17,2.39,0.1602,119.4,8.0,0,0.0,229.77
Yelahanka,Morning,6939.23,4.77,0.5883,87.7,10.0,4,1764.88,410.84
Jayanagar,Peak,5378.3,2.62,0.2617,79.3,13.0,2,814.77,654.59
Koramangala,Morning,11436.69,9.67,0.3125,117.0,10.0,8,4946.19,829.73
Indiranagar,Night,5057.8,3.24,0.4031,103.3,7.0,0,0.0,223.39
Marathahalli,Night,2514.09,2.22,0.1163,86.7,7.0,0,0.0,109.29
Yelahanka,Peak,10163.4,0.07,0.322,72.4,10.0,0,0.0,510.82
HSR Layout,Night,5832.87,1.6,0.3819,191.3,2.0,0,0.0,288.7
Indiranagar,Night,6406.45,1.07,0.1942,60.0,12.0,1,460.32,611.53
Jayanagar,Peak,6284.19,4.14,0.5978,111.6,7.0,3,1580.03,300.33
Marathahalli,Night,5860.7,0.7,0.3257,175.9,10.0,0,0.0,427.45
Koramangala,Night,5467.62,0.69,0.1538,160.5,11.0,4,1931.94,631.07
Koramangala,Night,5006.37,0.63,0.337,131.7,10.0,1,493.21,523.12
Jayanagar,Morning,7129.52,0.4,0.1765,88.8,3.0,2,1019.14,257.3
Jayanagar,Peak,6196.02,1.12,0.4826,119.1,7.0,0,0.0,223.22
HSR Layout,Peak,8460.72,6.51,0.1492,63.8,13.0,0,0.0,714.13
Yelahanka,Peak,7965.39,4.47,0.0851,105.7,4.0,3,1494.18,349.15
Koramangala,Morning,5144.98,3.99,0.2798,105.0,13.0,0,0.0,693.42
Marathahalli,Morning,7217.04,4.79,0.486,109.8,8.0,2,1404.38,317.05
Indiranagar,Peak,6164.32,0.94,0.2889,80.6,8.0,1,490.61,156.12
Marathahalli,Morning,5016.68,6.55,0.3438,35.2,6.0,3,1022.83,296.76
Whitefield,Peak,8378.86,0.44,0.086,182.6,13.0,2,509.77,766.8
Whitefield,Morning,6757.35,1.23,0.1562,171.5,12.0,0,0.0,650.92
Jayanagar,Night,6184.9,2.65,0.6308,163.7,3.0,1,491.3,416.18
HSR Layout,Night,5288.87,0.33,0.2193,138.9,6.0,0,0.0,185.12
Whitefield,Peak,4944.13,3.93,0.1717,128.5,6.0,1,428.48,307.24
Koramangala,Morning,10977.54,1.47,0.0943,85.3,3.0,0,0.0,347.67
Marathahalli,Morning,7668.24,4.6,0.5201,90.7,11.0,1,502.34,646.39
Marathahalli,Night,4817.74,2.04,0.0877,192.8,4.0,0,0.0,323.99
Jayanagar,Night,7575.73,0.6,0.1711,204.1,2.0,5,2304.9,429.79
Yelahanka,Morning,9124.03,3.98,0.0596,110.8,1.0,1,538.05,284.73
Yelahanka,Morning,7335.04,0.87,0.1948,120.2,2.0,4,1653.19,329.93
Indiranagar,Morning,9748.04,2.02,0.1961,156.6,7.0,0,0.0,465.16
Jayanagar,Morning,3914.37,0.24,0.236,124.7,10.0,2,1252.56,413.68
Electronic City,Morning,3017.36,2.89,0.2334,128.5,5.0,0,0.0,140.76
Indiranagar,Morning,7521.03,3.29,0.0731,117.0,9.0,1,335.53,467.95
Electronic City,Peak,7552.99,1.43,0.0545,73.1,3.0,3,1322.45,230.02
Yelahanka,Morning,2000.0,9.27,0.2616,101.3,2.0,7,3522.72,174.26
Jayanagar,Night,5752.85,6.22,0.3907,113.3,4.0,0,0.0,250.13
Electronic City,Peak,4982.68,3.69,0.5993,20.0,2.0,5,2483.96,246.09
Jayanagar,Morning,4216.11,3.75,0.2223,124.4,11.0,2,1164.76,436.85
Jayanagar,Night,4977.92,0.87,0.3783,236.1,7.0,5,2132.25,435.8
Yelahanka,Peak,8191.58,3.21,0.1502,98.5,10.0,1,506.38,448.52
Indiranagar,Night,4965.19,0.66,0.7161,121.7,6.0,6,3050.38,366.48
Indiranagar,Morning,5033.76,0.47,0.2879,78.0,8.0,4,2340.27,223.55
Jayanagar,Morning,3762.39,22.62,0.2841,65.3,13.0,0,0.0,824.42
Whitefield,Morning,9537.82,2.92,0.4005,104.5,5.0,0,0.0,414.42
HSR Layout,Morning,7869.26,1.69,0.2358,151.5,2.0,0,0.0,306.53
Yelahanka,Peak,2015.29,1.02,0.3054,108.3,13.0,1,383.23,505.35
HSR Layout,Peak,5035.52,2.78,0.3108,101.3,4.0,3,1398.85,298.74
HSR Layout,Night,8057.04,0.15,0.786,144.8,1.0,2,799.21,448.35
Indiranagar,Morning,9562.79,0.3,0.3699,130.0,2.0,2,855.5,480.12
Indiranagar,Night,8681.68,0.1,0.4126,134.0,4.0,1,466.1,448.59
Whitefield,Peak,6288.63,2.07,0.1228,179.5,6.0,0,0.0,323.07
HSR Layout,Morning,3137.25,2.75,0.0656,173.2,4.0,0,0.0,182.22
HSR Layout,Morning,8740.5,0.19,0.5078,194.8,4.0,2,834.75,489.22
Jayanagar,Peak,6406.21,3.83,0.1936,59.4,11.0,0,0.0,558.26
Indiranagar,Peak,7137.72,0.79,0.8308,162.9,10.0,0,0.0,606.84
HSR Layout,Peak,6645.16,3.47,0.0769,202.3,10.0,1,448.9,562.86
Marathahalli,Peak,4288.94,12.04,0.2877,38.4,2.0,0,0.0,304.08
Whitefield,Peak,7728.5,3.52,0.5793,119.0,9.0,0,0.0,481.03
Electronic City,Morning,7452.92,6.44,0.0132,92.8,12.0,0,0.0,602.19
Marathahalli,Peak,6148.42,8.88,0.3333,118.8,10.0,5,3383.47,583.73
Marathahalli,Morning,7942.21,2.0,0.3539,177.3,8.0,0,0.0,453.06
Electronic City,Morning,4252.0,3.64,0.0856,50.2,8.0,3,1236.94,116.04
Yelahanka,Peak,6461.99,5.73,0.0463,132.2,5.0,0,0.0,206.3
Yelahanka,Peak,7052.25,1.32,0.3028,91.8,3.0,3,1811.62,172.18
Whitefield,Morning,3530.14,0.91,0.1989,178.9,6.0,1,527.89,306.87
Marathahalli,Peak,6885.81,8.79,0.5548,141.0,9.0,3,1252.33,487.98
HSR Layout,Peak,8467.29,3.89,0.3905,112.1,8.0,3,1687.92,407.78
Indiranagar,Peak,6393.54,0.74,0.3336,84.1,7.0,1,433.82,340.6
Whitefield,Night,6931.77,1.79,0.2515,252.9,11.0,4,2352.27,771.2
Jayanagar,Morning,8124.69,4.78,0.069,134.0,8.0,1,460.73,358.45
Electronic City,Night,6224.4,2.38,0.3439,49.0,4.0,2,915.28,226.34
Marathahalli,Peak,6404.41,3.15,0.2246,79.5,6.0,1,521.92,275.7
Whitefield,Night,4646.59,4.2,0.3001,140.6,5.0,4,2371.29,250.63
Koramangala,Peak,6970.13,2.92,0.3146,83.5,12.0,3,2008.37,582.47
Koramangala,Night,6330.3,2.33,0.3809,89.6,2.0,0,0.0,282.05
Yelahanka,Peak,7998.18,4.15,0.3778,169.3,8.0,1,447.23,400.86
Electronic City,Night,8126.92,3.9,0.0689,164.9,3.0,4,1657.39,402.97
Indiranagar,Night,8582.42,2.98,0.1332,91.4,5.0,3,1084.35,323.65
HSR Layout,Night,5983.48,1.34,0.1097,178.5,8.0,6,2397.1,348.82
Indiranagar,Morning,2646.84,1.56,0.1995,84.5,11.0,0,0.0,337.42
Indiranagar,Night,8483.28,10.56,0.2213,204.7,9.0,1,564.37,701.36
Indiranagar,Morning,7862.24,0.36,0.0792,146.9,13.0,1,407.7,784.55
Electronic City,Peak,5729.42,0.94,0.2103,134.5,9.0,0,0.0,407.25
Indiranagar,Night,8109.88,2.03,0.3211,100.8,5.0,1,411.05,314.52
Jayanagar,Peak,4102.82,5.44,0.1818,89.6,2.0,1,420.77,193.03
Electronic City,Peak,9060.48,0.54,0.1067,20.0,7.0,0,0.0,304.36
Jayanagar,Night,6332.75,0.97,0.1717,105.3,11.0,0,0.0,422.45
Electronic City,Morning,5342.14,0.2,0.1844,119.5,11.0,0,0.0,346.1
Yelahanka,Night,5756.6,3.67,0.4875,28.7,7.0,2,843.34,277.62
Whitefield,Peak,6537.03,0.82,0.1374,161.2,12.0,1,415.27,760.16
Koramangala,Peak,6975.98,1.48,0.5348,112.0,13.0,0,0.0,817.04
Indiranagar,Night,7096.56,1.76,0.1454,180.7,8.0,1,618.24,471.98
Yelahanka,Morning,6140.79,6.66,0.205,85.8,8.0,0,0.0,305.2
Whitefield,Morning,7400.48,1.59,0.4215,181.8,5.0,4,1796.78,442.17
Koramangala,Peak,7016.56,0.47,0.2743,97.5,1.0,0,0.0,299.6
Marathahalli,Peak,5704.85,2.23,0.134,117.5,13.0,4,1525.91,736.98
HSR Layout,Morning,5403.62,9.89,0.5044,130.8,11.0,1,448.29,518.54
Jayanagar,Night,8216.73,2.81,0.1368,117.9,13.0,3,1463.19,729.51
Marathahalli,Peak,8048.65,12.29,0.4135,135.2,4.0,0,0.0,490.67
Electronic City,Morning,7114.27,5.52,0.2499,23.8,4.0,0,0.0,383.26
Koramangala,Peak,8848.39,0.11,0.5026,113.0,11.0,3,1493.33,693.19
Marathahalli,Night,3077.34,3.22,0.2583,116.0,3.0,0,0.0,43.94
HSR Layout,Morning,5871.21,1.01,0.4699,20.7,8.0,2,1035.05,269.3
Yelahanka,Peak,4687.37,2.46,0.1424,152.1,3.0,0,0.0,120.2
Koramangala,Night,11512.54,0.98,0.3616,74.4,13.0,2,1051.2,999.81
Marathahalli,Peak,8426.44,1.29,0.2906,167.1,5.0,4,1761.03,409.23
Jayanagar,Night,6841.88,7.7,0.4106,124.3,2.0,7,4016.32,362.37
Jayanagar,Night,8569.98,0.69,0.2732,91.3,6.0,1,591.0,246.97
Whitefield,Morning,9232.55,6.22,0.1002,170.2,6.0,1,505.42,427.54
Marathahalli,Night,9211.26,0.09,0.3061,203.1,8.0,7,3443.46,541.09
Indiranagar,Peak,8843.41,0.29,0.1282,121.9,8.0,3,1291.27,320.51
Marathahalli,Night,6474.92,5.79,0.2242,188.7,1.0,0,0.0,388.67
Yelahanka,Night,5997.27,2.99,0.2456,111.2,5.0,1,565.77,154.08
Koramangala,Morning,5075.62,4.13,0.3611,168.1,2.0,0,0.0,329.53
Koramangala,Night,8004.89,0.7,0.3721,101.6,10.0,8,3574.41,651.94
Yelahanka,Night,6682.13,2.31,0.1386,211.3,12.0,0,0.0,617.55
Marathahalli,Peak,6163.06,4.01,0.2014,173.9,5.0,1,428.22,381.67
Yelahanka,Morning,6058.68,2.96,0.3563,143.5,10.0,2,891.07,380.3
HSR Layout,Morning,9900.39,1.91,0.3208,20.0,12.0,5,1896.8,776.01
Electronic City,Morning,8905.36,9.64,0.289,142.4,9.0,3,1543.0,641.5
Yelahanka,Night,10660.79,3.38,0.391,58.3,4.0,0,0.0,460.36
Jayanagar,Morning,8058.03,7.15,0.3664,137.7,8.0,1,436.14,406.2
Yelahanka,Night,7113.91,3.93,0.0766,183.9,1.0,5,2375.55,416.06
Koramangala,Night,6949.2,3.99,0.0543,154.4,8.0,2,749.75,316.91
